type,title,director,cast,locations,date_added,release_year,rating,genres,description,present_in
TV Show,Yu-Gi-Oh! 5D's,,"Gregory Abbey, Bella Hudson, Ed Paul",,,2011,G - General,"Anime, Kids","With the defeat of Director Goodwin and the Dark Signers, New Domino City's barriers have been torn down. City and Satellite are now one - united in the hope of building a brighter tomorrow. Yet in this time of renaissance and rebuilding, a new enemy emerges, and Yusei and his friends must rev it up in order to save the world – one duel at a time.","Amazon Prime Video,Netflix"
